id,EAP,HPL,MWS
id00249,0.3,0.32,0.38
id00258,0.34,0.16,0.5
id00262,0.5,0.36,0.14
id00263,0.64,0.24,0.12
id00266,0.3,0.12,0.58
id00269,0.18,0.32,0.5
id00273,0.48,0.14,0.38
id00274,0.72,0.18,0.1
id00294,0.4,0.24,0.36
id00296,0.44,0.48,0.08
id00298,0.3,0.4,0.3
id00300,0.2,0.7,0.1
id00305,0.18,0.14,0.68
id00313,0.44,0.24,0.32
id00319,0.54,0.12,0.34
id00320,0.72,0.12,0.16
id00325,0.58,0.1,0.32
id00326,0.68,0.16,0.16
id00327,0.28,0.12,0.6
id00328,0.7,0.12,0.18
id00330,0.44,0.38,0.18
id00331,0.32,0.28,0.4
id00333,0.38,0.28,0.34
id00335,0.42,0.3,0.28
id00339,0.46,0.28,0.26
id00340,0.54,0.02,0.44
id00342,0.32,0.5,0.18
id00343,0.52,0.48,0
id00344,0.42,0.38,0.2
id00345,0.7,0.16,0.14
id00346,0.22,0.24,0.54
id00347,0.3,0.12,0.58
id00348,0.6,0.22,0.18
id00349,0.34,0.32,0.34
id00350,0.04,0.06,0.9
id00351,0.5,0.12,0.38
id00352,0.2,0.44,0.36
id00355,0.5,0.18,0.32
id00356,0.26,0.38,0.36
id00360,0.3,0.26,0.44
id00364,0.92,0.02,0.06
id00366,0.72,0.08,0.2
id00367,0.54,0.28,0.18
id00372,0.68,0.26,0.06
id00373,0.36,0.2,0.44
id00378,0.38,0.26,0.36
id00380,0.5,0.12,0.38
id00382,0.22,0.42,0.36
id00395,0.32,0.14,0.54
id00397,0.4,0.26,0.34
id00398,0.4,0.5,0.1
id00399,0.46,0,0.54
id00401,0.48,0.2,0.32
id00406,0.24,0.44,0.32
id00407,0.46,0.2,0.34
id00409,0.82,0.12,0.06
id00411,0.3,0.38,0.32
id00414,0.18,0.22,0.6
id00416,0.34,0.44,0.22
id00417,0.46,0.3,0.24
id00422,0.52,0.32,0.16
id00424,0.28,0.26,0.46
id00426,0.18,0.2,0.62
id00428,0.36,0.16,0.48
id00430,0.24,0.2,0.56
id00432,0.4,0.14,0.46
id00443,0.76,0.08,0.16
id00449,0.38,0.16,0.46
id00451,0.2,0.36,0.44
id00456,0.28,0.52,0.2
id00458,0.42,0.36,0.22
id00459,0.34,0.32,0.34
id00461,0.58,0,0.42
id00462,0.54,0.3,0.16
id00463,0.4,0.06,0.54
id00468,0.44,0.36,0.2
id00477,0.56,0.32,0.12
id00478,0.42,0.28,0.3
id00479,0.28,0.48,0.24
id00481,0.26,0.38,0.36
id00486,0.42,0.32,0.26
id00487,0.54,0.4,0.06
id00488,0.5,0.06,0.44
id00491,0.94,0.02,0.04
id00492,0.34,0.1,0.56
id00493,0.14,0.28,0.58
id00494,0.2,0.5,0.3
id00497,0.28,0.38,0.34
id00500,0.32,0.36,0.32
id00502,0.64,0.26,0.1
id00503,0.24,0.34,0.42
id00504,0.82,0.08,0.1
id00509,0.18,0.26,0.56
id00511,0.42,0.46,0.12
id00513,0.34,0.12,0.54
id00517,0.26,0.12,0.62
id00525,0.46,0.42,0.12
id00527,0.2,0.56,0.24
id00530,0.3,0.32,0.38
id00534,0.16,0.2,0.64
id00536,0.74,0.12,0.14
id00540,0.68,0.16,0.16
id00543,0.2,0.24,0.56
id00544,0.72,0.12,0.16
id00549,0.38,0.26,0.36
id00557,0.66,0.16,0.18
id00561,0.56,0.36,0.08
id00563,0.78,0.18,0.04
id00565,0.54,0.18,0.28
id00568,0.16,0.56,0.28
id00571,0.22,0.28,0.5
id00573,0.46,0.2,0.34
id00574,0.46,0.24,0.3
id00579,0.2,0.2,0.6
id00580,0.24,0.26,0.5
id00581,0.62,0.28,0.1
id00583,0.22,0.42,0.36
id00585,0.18,0.18,0.64
id00586,0.58,0.22,0.2
id00592,0.5,0.36,0.14
id00595,0.32,0.44,0.24
id00599,0.4,0.1,0.5
id00600,0.36,0.34,0.3
id00603,0.68,0.06,0.26
id00608,0.38,0.32,0.3
id00613,0.28,0.3,0.42
id00617,0.32,0.18,0.5
id00618,0.5,0.32,0.18
id00626,0.24,0.3,0.46
id00627,0.32,0.3,0.38
id00628,0.22,0.18,0.6
id00630,0.62,0.2,0.18
id00641,0.54,0.32,0.14
id00642,0.2,0.44,0.36
id00648,0.6,0.3,0.1
id00652,0.36,0.24,0.4
id00655,0.36,0.12,0.52
id00656,0.38,0.32,0.3
id00658,0.36,0.2,0.44
id00659,0.24,0.2,0.56
id00670,0.64,0.26,0.1
id00678,0.52,0.06,0.42
id00681,0.42,0.4,0.18
id00684,0.56,0.34,0.1
id00686,0.46,0.38,0.16
id00687,0.6,0.14,0.26
id00692,0.44,0.24,0.32
id00696,0.52,0.26,0.22
id00697,0.26,0.44,0.3
id00699,0.24,0.68,0.08
id00701,0.28,0.3,0.42
id00703,0.44,0.28,0.28
id00718,0.66,0.2,0.14
id00721,0.36,0.26,0.38
id00722,0.28,0.22,0.5
id00731,0.34,0.52,0.14
id00735,0.22,0.34,0.44
id00737,0.5,0.24,0.26
id00744,0.84,0.04,0.12
id00751,0.42,0.24,0.34
id00753,0.64,0.24,0.12
id00758,0.2,0.18,0.62
id00759,0.26,0.52,0.22
id00761,0.56,0.24,0.2
id00767,0.66,0.16,0.18
id00770,0.54,0.1,0.36
id00772,0.8,0.18,0.02
id00773,0.26,0.48,0.26
id00780,0.4,0.38,0.22
id00784,0.3,0.2,0.5
id00785,0.54,0.24,0.22
id00794,0.24,0.4,0.36
id00795,0.56,0.22,0.22
id00797,0.44,0.08,0.48
id00803,0.42,0.56,0.02
id00804,0.24,0.36,0.4
id00812,0.32,0.24,0.44
id00814,0.52,0.2,0.28
id00820,0.2,0.38,0.42
id00821,0.32,0.26,0.42
id00823,0.24,0.62,0.14
id00828,0.38,0.34,0.28
id00831,0.28,0.34,0.38
id00835,0.62,0.34,0.04
id00837,0.22,0.36,0.42
id00841,0.36,0.4,0.24
id00842,0.54,0.22,0.24
id00843,0.52,0.3,0.18
id00845,0.62,0.36,0.02
id00846,0.32,0.34,0.34
id00847,0.24,0.5,0.26
id00850,0.6,0.14,0.26
id00858,0.36,0.22,0.42
id00860,0.22,0.44,0.34
id00865,0.34,0.36,0.3
id00868,0.48,0.1,0.42
id00869,0.78,0.08,0.14
id00873,0.38,0.38,0.24
id00874,0.48,0.12,0.4
id00876,0.8,0.08,0.12
id00878,0.6,0.14,0.26
id00879,0.38,0.5,0.12
id00882,0.66,0.26,0.08
id00886,0.36,0.36,0.28
id00896,0.4,0.32,0.28
id00901,0.26,0.48,0.26
id00902,0.38,0.4,0.22
id00903,0.44,0.4,0.16
id00906,0.56,0.22,0.22
id00907,0.7,0.16,0.14
id00910,0.5,0.3,0.2
id00911,0.6,0.04,0.36
id00916,0.52,0.26,0.22
id00926,0.46,0.18,0.36
id00927,0.6,0.12,0.28
id00934,0.26,0.44,0.3
id00935,0.32,0.34,0.34
id00939,0.32,0.54,0.14
id00940,0.56,0.32,0.12
id00942,0.8,0.1,0.1
id00943,0.28,0.46,0.26
id00946,0.48,0.2,0.32
id00955,0.42,0.5,0.08
id00967,0.12,0.54,0.34
id00969,0.46,0.26,0.28
id00970,0.74,0.08,0.18
id00973,0.44,0.34,0.22
id00979,0.38,0.36,0.26
id00985,0.3,0.4,0.3
id00992,0.38,0.38,0.24
id00994,0.42,0.38,0.2
id01006,0.4,0.32,0.28
id01014,0.88,0.12,0
id01016,0.24,0.36,0.4
id01017,0.22,0.26,0.52
id01024,0.96,0.04,0
id01034,0.56,0.22,0.22
id01042,0.26,0.42,0.32
id01047,0.66,0.08,0.26
id01049,0.4,0.24,0.36
id01050,0.24,0.52,0.24
id01054,0.86,0.08,0.06
id01055,0.4,0.18,0.42
id01057,0.76,0.08,0.16
id01060,0.5,0.36,0.14
id01062,0.26,0.08,0.66
id01065,0.34,0.42,0.24
id01070,0.42,0.22,0.36
id01072,0.7,0.14,0.16
id01075,0.3,0.6,0.1
id01079,0.16,0.64,0.2
id01082,0.3,0.36,0.34
id01091,0.42,0.2,0.38
id01096,0.54,0.34,0.12
id01099,0.34,0.44,0.22
id01103,0.26,0.58,0.16
id01104,0.52,0.36,0.12
id01109,0.5,0.02,0.48
id01113,0.48,0.04,0.48
id01114,0.42,0.28,0.3
id01116,0.22,0.48,0.3
id01120,0.6,0.2,0.2
id01123,0.8,0.16,0.04
id01125,0.46,0.18,0.36
id01128,0.54,0.14,0.32
id01130,0.52,0.24,0.24
id01133,0.42,0.08,0.5
id01139,0.42,0.34,0.24
id01141,0.36,0.36,0.28
id01142,0.58,0.18,0.24
id01146,0.88,0.08,0.04
id01148,0.56,0.26,0.18
id01151,0.28,0.1,0.62
id01152,0.66,0.1,0.24
id01154,0.38,0.38,0.24
id01156,0.56,0.32,0.12
id01166,0.46,0.3,0.24
id01167,0.26,0.38,0.36
id01170,0.44,0.28,0.28
id01171,0.54,0.2,0.26
id01178,0.42,0.18,0.4
id01184,0.22,0.54,0.24
id01187,0.16,0.56,0.28
id01191,0.14,0.4,0.46
id01193,0.5,0.32,0.18
id01203,0.38,0.3,0.32
id01205,0.24,0.36,0.4
id01208,0.58,0.24,0.18
id01209,0.36,0.1,0.54
id01211,0.52,0.32,0.16
id01212,0.38,0.5,0.12
id01215,0.34,0.3,0.36
id01216,0.28,0.38,0.34
id01217,0.22,0.5,0.28
id01219,0.64,0.1,0.26
id01223,0.5,0.16,0.34
id01228,0.68,0.18,0.14
id01230,0.28,0.46,0.26
id01236,0.44,0,0.56
id01240,0.32,0.26,0.42
id01242,0.22,0.3,0.48
id01243,0.42,0.14,0.44
id01246,0.5,0.22,0.28
id01253,0.24,0.14,0.62
id01254,0.38,0.36,0.26
id01255,0.5,0.32,0.18
id01256,0.72,0.24,0.04
id01257,0.42,0.36,0.22
id01260,0.9,0.04,0.06
id01263,0.78,0.06,0.16
id01268,0.6,0.24,0.16
id01276,0.22,0.44,0.34
id01282,0.54,0.22,0.24
id01284,0.36,0.34,0.3
id01296,0.54,0.34,0.12
id01297,0.74,0.1,0.16
id01299,0.46,0.04,0.5
id01303,0.34,0.3,0.36
id01308,0.74,0.04,0.22
id01323,0.92,0.04,0.04
id01326,0.6,0.24,0.16
id01332,0.62,0.22,0.16
id01334,0.72,0.16,0.12
id01338,0.68,0.24,0.08
id01339,0.44,0.38,0.18
id01340,0.96,0.04,0
id01352,0.44,0.48,0.08
id01354,0.4,0.38,0.22
id01355,0.44,0.36,0.2
id01356,0.42,0.32,0.26
id01358,0.48,0.3,0.22
id01360,0.42,0.32,0.26
id01362,0.76,0.16,0.08
id01364,0.3,0.48,0.22
id01365,0.42,0.22,0.36
id01379,0.3,0.42,0.28
id01383,0.72,0.1,0.18
id01385,0.24,0.38,0.38
id01388,0.52,0.4,0.08
id01389,0.2,0.56,0.24
id01392,0.56,0.22,0.22
id01407,0.5,0.14,0.36
id01410,0.48,0.2,0.32
id01417,0.2,0.28,0.52
id01420,0.34,0.52,0.14
id01421,0.44,0.38,0.18
id01434,0.32,0.14,0.54
id01438,0.36,0.06,0.58
id01441,0.48,0.36,0.16
id01449,0.56,0.24,0.2
id01452,0.66,0.14,0.2
id01455,0.14,0.52,0.34
id01458,0.36,0.34,0.3
id01461,0.4,0.4,0.2
id01465,0.62,0.1,0.28
id01466,0.24,0.46,0.3
id01473,0.56,0.32,0.12
id01474,0.46,0.16,0.38
id01475,0.22,0.32,0.46
id01477,0.42,0.2,0.38
id01484,0.3,0.32,0.38
id01486,0.6,0.14,0.26
id01487,0.46,0.4,0.14
id01490,0.4,0.08,0.52
id01495,0.94,0.02,0.04
id01497,0.22,0.42,0.36
id01505,0.44,0.4,0.16
id01510,0.34,0.4,0.26
id01520,0.68,0.14,0.18
id01522,0.24,0.52,0.24
id01525,0.5,0.12,0.38
id01526,0.54,0.2,0.26
id01539,0.46,0.24,0.3
id01544,0.44,0.06,0.5
id01546,0.28,0.34,0.38
id01551,0.28,0.4,0.32
id01552,0.32,0.34,0.34
id01553,0.9,0.04,0.06
id01556,0.3,0.16,0.54
id01572,0.3,0.6,0.1
id01574,0.16,0.4,0.44
id01575,0.64,0.08,0.28
id01578,0.34,0.24,0.42
id01581,0.22,0.18,0.6
id01582,0.16,0.38,0.46
id01584,0.46,0.4,0.14
id01586,0.26,0.48,0.26
id01591,0.54,0.28,0.18
id01592,0.22,0.26,0.52
id01594,0.64,0.16,0.2
id01598,0.52,0.16,0.32
id01599,0.28,0.34,0.38
id01605,0.66,0.22,0.12
id01611,0.6,0.1,0.3
id01616,0.52,0.32,0.16
id01617,0.7,0.1,0.2
id01618,0.26,0.5,0.24
id01621,0.56,0.32,0.12
id01631,0.4,0.3,0.3
id01632,0.24,0.14,0.62
id01635,0.42,0.36,0.22
id01637,0.2,0.44,0.36
id01639,0.7,0.08,0.22
id01642,0.4,0.34,0.26
id01643,0.6,0.24,0.16
id01645,0.36,0.32,0.32
id01649,0.66,0.1,0.24
id01650,0.24,0.12,0.64
id01658,0.52,0.1,0.38
id01664,0.16,0.3,0.54
id01665,0.44,0.24,0.32
id01670,0.54,0.22,0.24
id01671,0.52,0.38,0.1
id01672,0.6,0.2,0.2
id01679,0.24,0.4,0.36
id01682,0.26,0.42,0.32
id01685,0.56,0.24,0.2
id01686,0.7,0.22,0.08
id01689,0.58,0.22,0.2
id01691,0.16,0.58,0.26
id01694,0.3,0.26,0.44
id01695,0.32,0.34,0.34
id01696,0.54,0.42,0.04
id01698,0.82,0.1,0.08
id01700,0.52,0.14,0.34
id01701,0.36,0.3,0.34
id01709,0.6,0.16,0.24
id01713,0.38,0.4,0.22
id01714,0.62,0.24,0.14
id01716,0.44,0.34,0.22
id01718,0.16,0.58,0.26
id01724,0.06,0.66,0.28
id01727,0.44,0.3,0.26
id01730,0.32,0.4,0.28
id01731,0.84,0.02,0.14
id01736,0.28,0.52,0.2
id01740,0.08,0.16,0.76
id01743,0.22,0.44,0.34
id01745,0.32,0.4,0.28
id01749,0.76,0.1,0.14
id01751,0.52,0.2,0.28
id01753,0.34,0.22,0.44
id01754,0.3,0.52,0.18
id01755,0.6,0.08,0.32
id01758,0.3,0.22,0.48
id01760,0.58,0.28,0.14
id01765,0.44,0.18,0.38
id01768,0.64,0.18,0.18
id01771,0.68,0.16,0.16
id01772,0.62,0.06,0.32
id01774,0.26,0.1,0.64
id01775,0.16,0.64,0.2
id01778,0.4,0.24,0.36
id01779,0.48,0.16,0.36
id01783,0.18,0.18,0.64
id01784,0.52,0.38,0.1
id01787,0.42,0.24,0.34
id01789,0.84,0.16,0
id01794,0.74,0.08,0.18
id01799,0.62,0.18,0.2
id01801,0.18,0.34,0.48
id01802,0.44,0.3,0.26
id01828,0.2,0.62,0.18
id01834,0.44,0.16,0.4
id01840,0.32,0.32,0.36
id01842,0.38,0.38,0.24
id01848,0.3,0.1,0.6
id01850,0.94,0.04,0.02
id01856,0.44,0.4,0.16
id01860,0.28,0.08,0.64
id01861,0.82,0.1,0.08
id01862,0.64,0.12,0.24
id01868,0.32,0.4,0.28
id01870,0.36,0.48,0.16
id01871,0.46,0.32,0.22
id01874,0.18,0.56,0.26
id01875,0.18,0.14,0.68
id01877,0.56,0.3,0.14
id01878,0.48,0.22,0.3
id01881,0.42,0.26,0.32
id01883,0.42,0.32,0.26
id01886,0.54,0.24,0.22
id01888,0.5,0.28,0.22
id01897,0.5,0.38,0.12
id01898,0.48,0.36,0.16
id01901,0.52,0.04,0.44
id01905,0.36,0.12,0.52
id01911,0.62,0.08,0.3
id01914,0.32,0.42,0.26
id01915,0.16,0.56,0.28
id01916,0.42,0.28,0.3
id01919,0.36,0.42,0.22
id01923,0.6,0.06,0.34
id01927,0.52,0.2,0.28
id01930,0.56,0.14,0.3
id01932,0.68,0.16,0.16
id01935,0.56,0.34,0.1
id01936,0.58,0.24,0.18
id01938,0.44,0.22,0.34
id01939,0.4,0.16,0.44
id01940,0.4,0.36,0.24
id01941,0.4,0.4,0.2
id01942,0.14,0.32,0.54
id01944,0.6,0.16,0.24
id01945,0.3,0.3,0.4
id01946,0.62,0.12,0.26
id01954,0.32,0.3,0.38
id01972,0.4,0.2,0.4
id01975,0.26,0.34,0.4
id01977,0.3,0.36,0.34
id01978,0.46,0.24,0.3
id01980,0.38,0.32,0.3
id01981,0.46,0.34,0.2
id01990,0.3,0.34,0.36
id01991,0.5,0.24,0.26
id01994,0.5,0.3,0.2
id01995,0.56,0.12,0.32
id02007,0.36,0.28,0.36
id02009,0.68,0.26,0.06
id02019,0.26,0.4,0.34
id02020,0.4,0.48,0.12
id02023,0.4,0.3,0.3
id02026,0.56,0.16,0.28
id02030,0.42,0.34,0.24
id02037,0.6,0.38,0.02
id02039,0.24,0.5,0.26
id02041,0.46,0.48,0.06
id02043,0.42,0.1,0.48
id02048,0.96,0.04,0
id02052,0.54,0.3,0.16
id02054,0.6,0.18,0.22
id02058,0.28,0.2,0.52
id02059,0.46,0.38,0.16
id02068,0.4,0.28,0.32
id02070,0.18,0.18,0.64
id02071,0.66,0.14,0.2
id02074,0.78,0.2,0.02
id02077,0.68,0.26,0.06
id02078,0.3,0.34,0.36
id02082,0.22,0.64,0.14
id02097,0.18,0.4,0.42
id02098,0.32,0.42,0.26
id02100,0.66,0.12,0.22
id02103,0.36,0.18,0.46
id02107,0.38,0.34,0.28
id02108,0.68,0.18,0.14
id02110,0.6,0.28,0.12
id02111,0.54,0.24,0.22
id02116,0.44,0.14,0.42
id02120,0.66,0.28,0.06
id02129,0.1,0.1,0.8
id02132,0.26,0.28,0.46
id02133,0.54,0.26,0.2
id02134,0.8,0.2,0
id02135,0.3,0.28,0.42
id02136,0.14,0.68,0.18
id02137,0.38,0.28,0.34
id02139,0.18,0.38,0.44
id02157,0.24,0.3,0.46
id02158,0.18,0.66,0.16
id02161,0.4,0.32,0.28
id02162,0.32,0.42,0.26
id02166,0.32,0.24,0.44
id02167,0.6,0.12,0.28
id02169,0.44,0.2,0.36
id02177,0.6,0.22,0.18
id02180,0.42,0.32,0.26
id02183,0.16,0.5,0.34
id02184,0.26,0.48,0.26
id02189,0.76,0.08,0.16
id02190,0.6,0.24,0.16
id02195,0.48,0.36,0.16
id02198,0.4,0.24,0.36
id02200,0.44,0.28,0.28
id02202,0.32,0.2,0.48
id02205,0.3,0.36,0.34
id02208,0.46,0.4,0.14
id02211,0.48,0.2,0.32
id02214,0.4,0.26,0.34
id02215,0.52,0.28,0.2
id02216,0.58,0.08,0.34
id02218,0.14,0.32,0.54
id02220,0.22,0.48,0.3
id02223,0.7,0.08,0.22
id02225,0.38,0.3,0.32
id02226,0.36,0.36,0.28
id02230,0.48,0.28,0.24
id02239,0.34,0.28,0.38
id02240,0.12,0.54,0.34
id02243,0.4,0.3,0.3
id02248,0.4,0.22,0.38
id02249,0.4,0.52,0.08
id02255,0.24,0.36,0.4
id02256,0.26,0.56,0.18
id02264,0.24,0.56,0.2
id02265,0.42,0.34,0.24
id02266,0.28,0.32,0.4
id02273,0.28,0.28,0.44
id02275,0.24,0.32,0.44
id02280,0.18,0.48,0.34
id02281,0.34,0.04,0.62
id02284,0.46,0.16,0.38
id02286,0.28,0.4,0.32
id02288,0.22,0.64,0.14
id02292,0.58,0.26,0.16
id02294,0.94,0.02,0.04
id02295,0.44,0.42,0.14
id02296,0.3,0.16,0.54
id02301,0.56,0.24,0.2
id02302,0.42,0.18,0.4
id02305,0.48,0.34,0.18
id02306,0.38,0.3,0.32
id02307,0.42,0.08,0.5
id02309,0.58,0.18,0.24
id02310,0.32,0.18,0.5
id02311,0.34,0.38,0.28
id02316,0.74,0.16,0.1
id02321,0.4,0.14,0.46
id02323,0.42,0.5,0.08
id02327,0.46,0.22,0.32
id02334,0.2,0.52,0.28
id02335,0.6,0.24,0.16
id02337,0.12,0.7,0.18
id02338,0.52,0.08,0.4
id02341,0.44,0.08,0.48
id02342,0.64,0.06,0.3
id02347,0.52,0.12,0.36
id02348,0.56,0.24,0.2
id02353,0.34,0.48,0.18
id02354,0.4,0.22,0.38
id02355,0.38,0.3,0.32
id02370,0.56,0.36,0.08
id02378,0.14,0.12,0.74
id02380,0.36,0.32,0.32
id02382,0.8,0.1,0.1
id02385,0.32,0.34,0.34
id02387,0.32,0.42,0.26
id02390,0.28,0.38,0.34
id02393,0.36,0.18,0.46
id02395,0.46,0.32,0.22
id02396,0.58,0.06,0.36
id02398,0.38,0.4,0.22
id02404,0.22,0.46,0.32
id02407,0.3,0.5,0.2
id02409,0.52,0.22,0.26
id02414,0.5,0.08,0.42
id02419,0.38,0.06,0.56
id02420,0.44,0.32,0.24
id02425,0.34,0.28,0.38
id02429,0.08,0.1,0.82
id02431,0.28,0.4,0.32
id02434,0.6,0.22,0.18
id02440,0.88,0.04,0.08
id02442,0.26,0.22,0.52
id02449,0.28,0.24,0.48
id02452,0.44,0.2,0.36
id02454,0.38,0.28,0.34
id02457,0.44,0.26,0.3
id02466,0.68,0.16,0.16
id02468,0.34,0.26,0.4
id02469,0.44,0.24,0.32
id02470,0.3,0.34,0.36
id02471,0.26,0.12,0.62
id02478,0.3,0.28,0.42
id02483,0.56,0.2,0.24
id02487,0.58,0.24,0.18
id02488,0.62,0.02,0.36
id02489,0.34,0.28,0.38
id02497,0.7,0.1,0.2
id02508,0.26,0.46,0.28
id02510,0.64,0.08,0.28
id02513,0.22,0.42,0.36
id02517,0.48,0.28,0.24
id02523,0.56,0.12,0.32
id02525,0.3,0.2,0.5
id02527,0.54,0.1,0.36
id02535,0.46,0.32,0.22
id02537,0.84,0.04,0.12
id02540,0.54,0.2,0.26
id02551,0.34,0.22,0.44
id02554,0.68,0.12,0.2
id02556,0.46,0.16,0.38
id02564,0.66,0.22,0.12
id02566,0.3,0.44,0.26
id02569,0.72,0.1,0.18
id02571,0.36,0.4,0.24
id02573,0.4,0.06,0.54
id02576,0.2,0.38,0.42
id02585,0.28,0.38,0.34
id02587,0.3,0.38,0.32
id02597,0.5,0.18,0.32
id02600,0.68,0.1,0.22
id02601,0.4,0.24,0.36
id02603,0.08,0.5,0.42
id02608,0.26,0.48,0.26
id02610,0.3,0.34,0.36
id02613,0.8,0.1,0.1
id02618,0.28,0.48,0.24
id02623,0.42,0.34,0.24
id02624,0.26,0.44,0.3
id02629,0.38,0.26,0.36
id02631,0.72,0.18,0.1
id02634,0.42,0.34,0.24
id02641,0.56,0.26,0.18
id02642,0.56,0.26,0.18
id02643,0.32,0.14,0.54
id02648,0.62,0.12,0.26
id02650,0.52,0.3,0.18
id02654,0.32,0.52,0.16
id02659,0.18,0.54,0.28
id02661,0.46,0.3,0.24
id02664,0.22,0.48,0.3
id02665,0.4,0.44,0.16
id02669,0.54,0.2,0.26
id02671,0.2,0.38,0.42
id02679,0.6,0.3,0.1
id02681,0.28,0.46,0.26
id02684,0.3,0.52,0.18
id02686,0.28,0.4,0.32
id02688,0.38,0.24,0.38
id02689,0.62,0.24,0.14
id02692,0.4,0.32,0.28
id02709,0.54,0.22,0.24
id02713,0.2,0.38,0.42
id02716,0.54,0.08,0.38
id02724,0.54,0.06,0.4
id02727,0.5,0.24,0.26
id02729,0.14,0.36,0.5
id02733,0.94,0.06,0
id02736,0.32,0.36,0.32
id02737,0.14,0.6,0.26
id02738,0.62,0.22,0.16
id02745,0.56,0.38,0.06
id02748,0.56,0.28,0.16
id02751,0.36,0.1,0.54
id02752,0.3,0.52,0.18
id02756,0.3,0.3,0.4
id02757,0.54,0.32,0.14
id02759,0.62,0.08,0.3
id02760,0.82,0.06,0.12
id02763,0.48,0.14,0.38
id02765,0.34,0.24,0.42
id02770,0.58,0.2,0.22
id02776,0.6,0.16,0.24
id02777,0.22,0.22,0.56
id02781,0.44,0.26,0.3
id02782,0.58,0.32,0.1
id02783,0.16,0.36,0.48
id02785,0.4,0.28,0.32
id02786,0.58,0.14,0.28
id02790,0.48,0.18,0.34
id02792,0.38,0.2,0.42
id02793,0.56,0.16,0.28
id02796,0.4,0.38,0.22
id02797,0.34,0.36,0.3
id02800,0.36,0.4,0.24
id02804,0.56,0.3,0.14
id02808,0.32,0.4,0.28
id02814,0.6,0.26,0.14
id02816,0.76,0.12,0.12
id02821,0.44,0.28,0.28
id02826,0.6,0.2,0.2
id02829,0.14,0.2,0.66
id02832,0.36,0.28,0.36
id02837,0.52,0.26,0.22
id02842,0.76,0.18,0.06
id02843,0.34,0,0.66
id02844,0.32,0.22,0.46
id02845,0.58,0.16,0.26
id02847,0.6,0.14,0.26
id02851,0.56,0.14,0.3
id02853,0.6,0.26,0.14
id02857,0.7,0.16,0.14
id02860,0.54,0.2,0.26
id02862,0.24,0.48,0.28
id02866,0.14,0.3,0.56
id02869,0.54,0.26,0.2
id02879,0.38,0.22,0.4
id02880,0.84,0.02,0.14
id02882,0.58,0.2,0.22
id02890,0.3,0.34,0.36
id02892,0.3,0.34,0.36
id02895,0.44,0.16,0.4
id02903,0.9,0.04,0.06
id02906,0.22,0.32,0.46
id02907,0.26,0.48,0.26
id02910,0.36,0.48,0.16
id02916,0.28,0.44,0.28
id02917,0.66,0.16,0.18
id02918,0.5,0.34,0.16
id02919,0.24,0.38,0.38
id02925,0.4,0.38,0.22
id02926,0.58,0.22,0.2
